,Time (s),Voltage (V)
0,0.0,0.0
1,0.008008008008008008,0.05029457036336618
2,0.016016016016016016,0.10046183785216795
3,0.024024024024024024,0.1503748218139367
4,0.03203203203203203,0.19990718522480458
5,0.04004004004004004,0.2489335544668916
6,0.04804804804804805,0.2973298366671723
7,0.056056056056056056,0.34497353379459045
8,0.06406406406406406,0.3917440527203973
9,0.07207207207207207,0.4375230104569043
10,0.08008008008008008,0.4821945338020477
11,0.08808808808808809,0.5256455526313207
12,0.0960960960960961,0.5677660860947078
13,0.1041041041041041,0.6084495209942171
14,0.11211211211211211,0.647592881637394
15,0.12012012012012012,0.6850970904837809
16,0.12812812812812813,0.720867218924585
17,0.13613613613613612,0.7548127275607988
18,0.14414414414414414,0.7868476953715899
19,0.15215215215215216,0.8168910371929055
20,0.16016016016016016,0.8448667089558177
21,0.16816816816816815,0.8707039001651274
22,0.17617617617617617,0.8943372131310272
23,0.1841841841841842,0.9157068285001692
24,0.1921921921921922,0.934758656667151
25,0.20020020020020018,0.9514444746831766
26,0.2082082082082082,0.9657220483153546
27,0.21621621621621623,0.9775552389476863
28,0.22422422422422422,0.98691409505316
29,0.23223223223223222,0.9937749280054242
30,0.24024024024024024,0.9981203720381463
31,0.24824824824824826,0.9999394282002937
32,0.25625625625625625,0.9992274921960794
33,0.26426426426426425,0.9959863660391044
34,0.27227227227227224,0.9902242534911986
35,0.2802802802802803,0.9819557392975067
36,0.2882882882882883,0.9712017522703763
37,0.2962962962962963,0.9579895123154889
38,0.30430430430430433,0.9423524615343186
39,0.3123123123123123,0.9243301795773083
40,0.3203203203203203,0.9039682834620162
41,0.3283283283283283,0.881318312109807
42,0.3363363363363363,0.856437595893346
43,0.34434434434434436,0.8293891115250829
44,0.35235235235235235,0.800241322654032
45,0.36036036036036034,0.769068006574317
46,0.3683683683683684,0.7359480674841035
47,0.3763763763763764,0.7009653367675974
48,0.3843843843843844,0.6642083608056142
49,0.3923923923923924,0.6257701768518059
50,0.40040040040040037,0.5857480775418397
51,0.4084084084084084,0.5442433646315792
52,0.4164164164164164,0.501361092587606
53,0.4244244244244244,0.4572098026790794
54,0.43243243243243246,0.41190124824399243
55,0.44044044044044045,0.365550111825219
56,0.44844844844844844,0.3182737148923088
57,0.45645645645645644,0.27019172088378224
58,0.46446446446446443,0.22142583232155955
59,0.4724724724724725,0.17209948276416928
60,0.4804804804804805,0.12233752437845731
61,0.48848848848848847,0.07226591192058739
62,0.4964964964964965,0.02201138392622734
63,0.5045045045045045,-0.02829885808311759
64,0.5125125125125125,-0.07853747156566927
65,0.5205205205205206,-0.12857729528186893
66,0.5285285285285285,-0.1782916711579755
67,0.5365365365365365,-0.22755476487608253
68,0.5445445445445445,-0.2762418843790738
69,0.5525525525525525,-0.32422979548437053
70,0.5605605605605606,-0.3713970338075683
71,0.5685685685685685,-0.41762421220646645
72,0.5765765765765766,-0.46279432296729867
73,0.5845845845845846,-0.5067930339682727
74,0.5925925925925926,-0.5495089780708056
75,0.6006006006006006,-0.5908340350059581
76,0.6086086086086087,-0.6306636050425574
77,0.6166166166166166,-0.6688968737443391
78,0.6246246246246246,-0.7054370671459532
79,0.6326326326326326,-0.7401916967019432
80,0.6406406406406406,-0.7730727933887175
81,0.6486486486486487,-0.8039971303669406
82,0.6566566566566566,-0.8328864336407734
83,0.6646646646646647,-0.8596675801807451
84,0.6726726726726726,-0.8842727830087774
85,0.6806806806806807,-0.9066397627768893
86,0.6886886886886887,-0.9267119054052849
87,0.6966966966966966,-0.9444384053808287
88,0.7047047047047047,-0.959774394353189
89,0.7127127127127127,-0.97268105470316
90,0.7207207207207207,-0.9831257177957041
91,0.7287287287287287,-0.9910819466690196
92,0.7367367367367368,-0.9965296029503367
93,0.7447447447447447,-0.9994548978290693
94,0.7527527527527528,-0.9998504269583004
95,0.7607607607607607,-0.9977151891962615
96,0.7687687687687688,-0.9930545891403677
97,0.7767767767767768,-0.9858804234473958
98,0.7847847847847848,-0.9762108509744296
99,0.7927927927927928,-0.9640703468161508
100,0.8008008008008007,-0.9494896403548136
101,0.8088088088088088,-0.9325056374797075
102,0.8168168168168168,-0.9131613271729835
103,0.8248248248248248,-0.8915056726982843
104,0.8328328328328328,-0.8675934876676014
105,0.8408408408408409,-0.8414852973000504
106,0.8488488488488488,-0.8132471852237333
107,0.8568568568568569,-0.7829506262084631
108,0.8648648648648649,-0.750672305252724
109,0.8728728728728729,-0.7164939234827836
110,0.8808808808808809,-0.6805019913552525
111,0.8888888888888888,-0.6427876096865396
112,0.8968968968968969,-0.6034462390634266
113,0.9049049049049049,-0.5625774582184371
114,0.9129129129129129,-0.5202847119815792
115,0.9209209209209209,-0.4766750494464279
116,0.9289289289289289,-0.4318588530132981
117,0.9369369369369369,-0.38594955899532896
118,0.944944944944945,-0.3390633704946757
119,0.9529529529529529,-0.29131896327554796
120,0.960960960960961,-0.24283718537858734
121,0.968968968968969,-0.19374075123689724
122,0.9769769769769769,-0.14415393106795907
123,0.984984984984985,-0.0942022363276264
124,0.992992992992993,-0.04401210202238122
125,1.001001001001001,0.0062894333160679146
126,1.009009009009009,0.056575049183791346
127,1.017017017017017,0.10671746537135851
128,1.025025025025025,0.15658976412855702
129,1.033033033033033,0.2060657114116925
130,1.0410410410410411,0.25502007640031094
131,1.049049049049049,0.30332894847462605
132,1.057057057057057,0.35087005085132966
133,1.065065065065065,0.39752305008391264
134,1.073073073073073,0.44316986064412633
135,1.0810810810810811,0.48769494381363454
136,1.089089089089089,0.5309856001293193
137,1.097097097097097,0.5729322546420195
138,1.105105105105105,0.6134287342666611
139,1.1131131131131131,0.6523725365217907
140,1.1211211211211212,0.6896650889782622
141,1.1291291291291292,0.7252119987603973
142,1.137137137137137,0.7589232914680882
143,1.145145145145145,0.7907136389150935
144,1.1531531531531531,0.820502575107087
145,1.1611611611611612,0.8482146999128022
146,1.1691691691691692,0.8737798699127287
147,1.177177177177177,0.8971333759423138
148,1.1851851851851851,0.9182161068802737
149,1.1931931931931932,0.9369746992674379
150,1.2012012012012012,0.9533616723774294
151,1.2092092092092093,0.9673355483972902
152,1.2172172172172173,0.9788609574138616
153,1.2252252252252251,0.987908726940178
154,1.2332332332332332,0.9944559557552775
155,1.2412412412412412,0.9984860718705224
156,1.2492492492492493,0.999988874475714
157,1.2572572572572573,0.9989605597588275
158,1.2652652652652652,0.9954037305340127
159,1.2732732732732732,0.9893273896534936
160,1.2812812812812813,0.9807469172200398
161,1.2892892892892893,0.9696840316576875
162,1.2972972972972974,0.9561667347392508
163,1.3053053053053052,0.9402292407097596
164,1.3133133133133132,0.9219118896852252
165,1.3213213213213213,0.9012610455459449
166,1.3293293293293293,0.878328978582769
167,1.3373373373373374,0.8531737331933924
168,1.3453453453453452,0.8258589809635438
169,1.3533533533533533,0.7964538595049301
170,1.3613613613613613,0.76503279745789
171,1.3693693693693694,0.7316753261016786
172,1.3773773773773774,0.6964658780492222
173,1.3853853853853855,0.6594935735358953
174,1.3933933933933933,0.6208519948432446
175,1.4014014014014013,0.5806389494286068
176,1.4094094094094094,0.5389562223602165
177,1.4174174174174174,0.49590931868438975
178,1.4254254254254255,0.4516071963768956
179,1.4334334334334333,0.4061619905544733
180,1.4414414414414414,0.3596887296445368
181,1.4494494494494494,0.3123050442314892
182,1.4574574574574575,0.2641308693166063
183,1.4654654654654655,0.2152881407450906
184,1.4734734734734736,0.1659004865687139
185,1.4814814814814814,0.11609291412523105
186,1.4894894894894894,0.0659914936266216
187,1.4974974974974975,0.015723039057040613
188,1.5055055055055055,-0.034585212811817416
189,1.5135135135135136,-0.08480592447550901
190,1.5215215215215214,-0.13481198000658376
191,1.5295295295295295,-0.18447680680349163
192,1.5375375375375375,-0.23367469596425144
193,1.5455455455455456,-0.28228112047397214
194,1.5535535535535536,-0.33017305040083694
195,1.5615615615615615,-0.37722926430276815
196,1.5695695695695695,-0.4233306560565341
197,1.5775775775775776,-0.46836053633265995
198,1.5855855855855856,-0.5122049279531135
199,1.5935935935935936,-0.5547528543841176
200,1.6016016016016015,-0.5958966206338965
201,1.6096096096096095,-0.6355320858443827
202,1.6176176176176176,-0.6735589268868657
203,1.6256256256256256,-0.7098808922944282
204,1.6336336336336337,-0.7444060458884184
205,1.6416416416416417,-0.7770469994822888
206,1.6496496496496496,-0.807721134073806
207,1.6576576576576576,-0.8363508089657762
208,1.6656656656656657,-0.862863558285931
209,1.6736736736736737,-0.8871922744086038
210,1.6816816816816818,-0.9092753778138881
211,1.6896896896896896,-0.9290569729543624
212,1.6976976976976976,-0.946486989734852
213,1.7057057057057057,-0.9615213102471255
214,1.7137137137137137,-0.9741218804387363
215,1.7217217217217218,-0.9842568064333685
216,1.7297297297297298,-0.9919004352588771
217,1.7377377377377377,-0.9970334197786901
218,1.7457457457457457,-0.9996427676622299
219,1.7537537537537538,-0.9997218742703887
220,1.7617617617617618,-0.9972705393728327
221,1.7697697697697699,-0.9922949676548137
222,1.7777777777777777,-0.9848077530122081
223,1.7857857857857857,-0.9748278466745344
224,1.7937937937937938,-0.9623805092366339
